YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE,Diff,Upset,Matchup
2008,1,1,Memphis,87,16,Texas-Arlington,63,15,0,16-1
2008,1,1,North Carolina,113,16,Mount St. Mary's,74,15,0,16-1
2008,1,5,Michigan State,72,12,Temple,61,7,0,12-5
2008,1,6,Marquette,74,11,Kentucky,66,5,0,11-6
2008,1,4,Washington State,71,13,Winthrop,40,9,0,13-4
2008,1,10,Davidson,82,7,Gonzaga,76,-3,1,10-7
2008,1,2,Duke,71,15,Belmont,70,13,0,15-2
2008,1,9,Texas A&M,67,8,Brigham Young,62,-1,1,9-8
2008,1,1,Kansas,85,16,Portland State,61,15,0,16-1
2008,1,4,Pittsburgh,82,13,Oral Roberts,63,9,0,13-4
2008,1,3,Xavier,73,14,Georgia,61,11,0,14-3
2008,1,8,UNLV,71,9,Kent State,58,1,0,9-8
2008,1,3,Louisville,79,14,Boise State,61,11,0,14-3
2008,1,7,Miami (Fla.),78,10,St. Mary's (Cal.),64,3,0,10-7
2008,1,2,Texas,74,15,Austin Peay,54,13,0,15-2
2008,1,2,Georgetown,66,15,Maryland-Baltimore County,47,13,0,15-2
2008,1,2,Tennessee,72,15,American,57,13,0,15-2
2008,1,6,Purdue,90,11,Baylor,79,5,0,11-6
2008,1,12,Villanova,75,5,Clemson,69,-7,1,12-5
2008,1,11,Kansas State,80,6,Southern California,67,-5,1,11-6
2008,1,6,Oklahoma,72,11,St. Joseph's,64,5,0,11-6
2008,1,8,Mississippi State,76,9,Oregon,69,1,0,9-8
2008,1,3,Stanford,77,14,Cornell,53,11,0,14-3
2008,1,9,Arkansas,86,8,Indiana,72,-1,1,9-8
2008,1,12,Western Kentucky,101,5,Drake,99,-7,1,12-5
2008,0,16,Mount St. Mary's,69,16,Coppin State,60,0,0,16-16
2007,6,1,Florida,84,1,Ohio State,75,0,0,1-1
2007,5,1,Florida,76,2,UCLA,66,1,0,2-1
2007,5,1,Ohio State,67,2,Georgetown,60,1,0,2-1
2007,4,2,Georgetown,96,1,North Carolina,84,-1,1,2-1
2007,4,1,Florida,85,3,Oregon,77,2,0,3-1
2007,4,1,Ohio State,92,2,Memphis,76,1,0,2-1
2007,4,2,UCLA,68,1,Kansas,55,-1,1,2-1
2007,3,2,Georgetown,66,6,Vanderbilt,65,4,0,6-2
2007,3,1,North Carolina,74,5,Southern California,64,4,0,5-1
2007,3,1,Florida,65,5,Butler,57,4,0,5-1
2007,3,1,Ohio State,85,5,Tennessee,84,4,0,5-1
2007,3,1,Kansas,61,4,Southern Illinois,58,3,0,4-1
2007,3,2,UCLA,64,3,Pittsburgh,55,1,0,3-2
2007,3,3,Oregon,76,7,UNLV,72,4,0,7-3
2007,3,2,Memphis,65,3,Texas A&M,64,1,0,3-2
2007,2,6,Vanderbilt,78,3,Washington State,74,-3,1,6-3
2007,2,3,Pittsburgh,84,11,Virginia Commonwealth,79,8,0,11-3
2007,2,1,North Carolina,81,9,Michigan State,67,8,0,9-1
2007,2,1,Florida,74,9,Purdue,67,8,0,9-1
2007,2,3,Oregon,75,11,Winthrop,61,8,0,11-3
2007,2,1,Ohio State,78,9,Xavier,71,8,0,9-1
2007,2,1,Kansas,88,8,Kentucky,76,7,0,8-1
2007,2,7,UNLV,74,2,Wisconsin,68,-5,1,7-2
2007,2,3,Texas A&M,72,6,Louisville,69,3,0,6-3
2007,2,5,Tennessee,77,4,Virginia,74,-1,1,5-4
2007,2,5,Southern California,87,4,Texas,68,-1,1,5-4
2007,2,4,Southern Illinois,63,5,Virginia Tech,48,1,0,5-4
2007,2,2,Georgetown,62,7,Boston College,55,5,0,7-2
2007,2,2,UCLA,54,7,Indiana,49,5,0,7-2
2007,2,2,Memphis,78,7,Nevada,62,5,0,7-2
2007,2,5,Butler,62,4,Maryland,59,-1,1,5-4
2007,1,2,UCLA,70,15,Weber State,42,13,0,15-2
2007,1,6,Vanderbilt,77,11,George Washington,44,5,0,11-6
2007,1,2,Wisconsin,76,15,Texas A&M-Corpus Christi,63,13,0,15-2
2007,1,11,Winthrop,74,6,Notre Dame,64,-5,1,11-6
2007,1,2,Memphis,73,15,North Texas,58,13,0,15-2
2007,1,1,North Carolina,86,16,Eastern Kentucky,65,15,0,16-1
2007,1,9,Michigan State,61,8,Marquette,49,-1,1,9-8
2007,1,1,Florida,112,16,Jackson State,69,15,0,16-1
2007,1,3,Washington State,70,14,Oral Roberts,54,11,0,14-3
2007,1,1,Ohio State,78,16,Central Connecticut State,57,15,0,16-1
2007,1,11,Virginia Commonwealth,79,6,Duke,77,-5,1,11-6
2007,1,9,Xavier,79,8,Brigham Young,77,-1,1,9-8
2007,1,1,Kansas,107,16,Niagara,67,15,0,16-1
2007,1,3,Pittsburgh,79,14,Wright State,58,11,0,14-3
2007,1,7,UNLV,67,10,Georgia Tech,63,3,0,10-7
2007,1,6,Louisville,78,11,Stanford,58,5,0,11-6
2007,1,4,Texas,79,13,New Mexico State,67,9,0,13-4
2007,1,2,Georgetown,80,15,Belmont,55,13,0,15-2
2007,1,5,Tennessee,121,12,Long Beach State,86,7,0,12-5
2007,1,4,Maryland,82,13,Davidson,70,9,0,13-4
2007,1,8,Kentucky,67,9,Villanova,58,1,0,9-8
2007,1,9,Purdue,72,8,Arizona,63,-1,1,9-8
2007,1,5,Southern California,77,12,Arkansas,60,7,0,12-5
2007,1,5,Virginia Tech,54,12,Illinois,52,7,0,12-5
2007,1,7,Boston College,84,10,Texas Tech,75,3,0,10-7
2007,1,7,Indiana,70,10,Gonzaga,57,3,0,10-7
2007,1,3,Oregon,58,14,Miami (Ohio),56,11,0,14-3
2007,1,3,Texas A&M,68,14,Penn,52,11,0,14-3
2007,1,7,Nevada,77,10,Creighton,71,3,0,10-7
2007,1,5,Butler,57,12,Old Dominion,46,7,0,12-5
2007,1,4,Southern Illinois,61,13,Holy Cross,51,9,0,13-4
2007,1,4,Virginia,84,13,Albany (N.Y.),57,9,0,13-4
2007,0,16,Niagara,77,16,Florida A&M,69,0,0,16-16
2006,6,3,Florida,73,2,UCLA,57,-1,1,3-2
2006,5,3,Florida,73,11,George Mason,58,8,0,11-3
2006,5,2,UCLA,59,4,LSU,45,2,0,4-2
2006,4,11,George Mason,86,1,Connecticut,84,-10,1,11-1
2006,4,2,UCLA,50,1,Memphis,45,-1,1,2-1
2006,4,3,Florida,75,1,Villanova,62,-2,1,3-1
2006,4,4,LSU,70,2,Texas,60,-2,1,4-2
2006,3,2,Texas,74,6,West Virginia,71,4,0,6-2
2006,3,1,Connecticut,98,5,Washington,92,4,0,5-1
2006,3,1,Memphis,80,13,Bradley,64,12,0,13-1
2006,3,3,Florida,57,7,Georgetown,53,4,0,7-3
2006,3,2,UCLA,73,3,Gonzaga,71,1,0,3-2
2006,3,4,LSU,62,1,Duke,54,-3,1,4-1
2006,3,11,George Mason,63,7,Wichita State,55,-4,1,11-7
2006,3,1,Villanova,60,4,Boston College,59,3,0,4-1
2006,2,6,West Virginia,67,14,Northwestern State,54,8,0,14-6
2006,2,7,Wichita State,80,2,Tennessee,73,-5,1,7-2
2006,2,1,Connecticut,87,8,Kentucky,83,7,0,8-1
2006,2,1,Memphis,72,9,Bucknell,56,8,0,9-1
2006,2,3,Gonzaga,90,6,Indiana,80,3,0,6-3
2006,2,1,Duke,70,8,George Washington,64,7,0,8-1
2006,2,13,Bradley,72,5,Pittsburgh,66,-8,1,13-5
2006,2,11,George Mason,65,3,North Carolina,60,-8,1,11-3
2006,2,1,Villanova,82,8,Arizona,78,7,0,8-1
2006,2,2,UCLA,62,10,Alabama,59,8,0,10-2
2006,2,7,Georgetown,70,2,Ohio State,52,-5,1,7-2
2006,2,5,Washington,67,4,Illinois,64,-1,1,5-4
2006,2,2,Texas,75,10,North Carolina State,54,8,0,10-2
2006,2,4,LSU,58,12,Texas A&M,57,8,0,12-4
2006,2,4,Boston College,69,12,Montana,56,8,0,12-4
2006,2,3,Florida,82,11,Milwaukee,60,8,0,11-3
2006,1,2,UCLA,78,15,Belmont,44,13,0,15-2
2006,1,6,West Virginia,64,11,Southern Illinois,46,5,0,11-6
2006,1,7,Wichita State,86,10,Seton Hall,66,3,0,10-7
2006,1,1,Connecticut,72,16,Albany (N.Y.),59,15,0,16-1
2006,1,1,Memphis,94,16,Oral Roberts,78,15,0,16-1
2006,1,3,North Carolina,69,14,Murray St.,65,11,0,14-3
2006,1,11,George Mason,75,6,Michigan State,65,-5,1,11-6
2006,1,10,Alabama,90,7,Marquette,85,-3,1,10-7
2006,1,14,Northwestern State,64,3,Iowa,63,-11,1,14-3
2006,1,3,Florida,76,14,South Alabama,50,11,0,14-3
2006,1,6,Indiana,87,11,San Diego State,83,5,0,11-6
2006,1,2,Ohio State,70,15,Davidson,62,13,0,15-2
2006,1,3,Gonzaga,79,14,Xavier,75,11,0,14-3
2006,1,1,Duke,70,16,Southern,54,15,0,16-1
2006,1,13,Bradley,77,4,Kansas,73,-9,1,13-4
2006,1,5,Pittsburgh,79,12,Kent State,64,7,0,12-5
2006,1,1,Villanova,58,16,Monmouth,45,15,0,16-1
2006,1,9,Bucknell,59,8,Arkansas,55,-1,1,9-8
2006,1,4,Illinois,78,13,Air Force,69,9,0,13-4
2006,1,12,Texas A&M,66,5,Syracuse,58,-7,1,12-5
2006,1,2,Texas,60,15,Penn,52,13,0,15-2
2006,1,7,Georgetown,54,10,Northern Iowa,49,3,0,10-7
2006,1,2,Tennessee,63,15,Winthrop,61,13,0,15-2
2006,1,8,Kentucky,72,9,Alabama-Birmingham,59,1,0,9-8
2006,1,5,Washington,75,12,Utah State,61,7,0,12-5
2006,1,8,Arizona,94,9,Wisconsin,75,1,0,9-8
2006,1,10,North Carolina State,58,7,UC Berkeley,52,-3,1,10-7
2006,1,11,Milwaukee,82,6,Oklahoma,74,-5,1,11-6
2006,1,4,Boston College,88,13,Pacific,76,9,0,13-4
2006,1,12,Montana,87,5,Nevada,79,-7,1,12-5
2006,1,8,George Washington,88,9,UNC Wilmington,85,1,0,9-8
2006,1,4,LSU,80,13,Iona,64,9,0,13-4
2006,0,16,Monmouth,71,16,Hampton,49,0,0,16-16
2005,6,1,North Carolina,75,1,Illinois,70,0,0,1-1
2005,5,1,North Carolina,87,5,Michigan State,71,4,0,5-1
2005,5,1,Illinois,75,4,Louisville,58,3,0,4-1
2005,4,1,North Carolina,88,6,Wisconsin,82,5,0,6-1
2005,4,5,Michigan State,94,2,Kentucky,88,-3,1,5-2
2005,4,1,Illinois,90,3,Arizona,89,2,0,3-1
2005,4,4,Louisville,93,7,West Virginia,85,3,0,7-4
2005,3,6,Wisconsin,65,10,North Carolina State,56,4,0,10-6
2005,3,1,North Carolina,67,5,Villanova,66,4,0,5-1
2005,3,5,Michigan State,78,1,Duke,68,-4,1,5-1
2005,3,1,Illinois,77,12,Milwaukee,63,11,0,12-1
2005,3,4,Louisville,93,1,Washington,79,-3,1,4-1
2005,3,3,Arizona,79,2,Oklahoma State,78,-1,1,3-2
2005,3,7,West Virginia,65,6,Texas Tech,60,-1,1,7-6
2005,3,2,Kentucky,62,6,Utah,52,4,0,6-2
2005,2,3,Arizona,85,11,Alabama-Birmingham,63,8,0,11-3
2005,2,6,Wisconsin,71,14,Bucknell,62,8,0,14-6
2005,2,2,Kentucky,69,7,Cincinnati,60,5,0,7-2
2005,2,7,West Virginia,111,2,Wake Forest,105,-5,1,7-2
2005,2,1,North Carolina,92,9,Iowa State,65,8,0,9-1
2005,2,5,Michigan State,72,13,Vermont,61,8,0,13-5
2005,2,1,Duke,63,9,Mississippi State,55,8,0,9-1
2005,2,5,Villanova,76,4,Florida,65,-1,1,5-4
2005,2,1,Illinois,71,9,Nevada,59,8,0,9-1
2005,2,12,Milwaukee,85,4,Boston College,63,-8,1,12-4
2005,2,4,Louisville,76,5,Georgia Tech,54,1,0,5-4
2005,2,1,Washington,97,8,Pacific,79,7,0,8-1
2005,2,6,Texas Tech,71,3,Gonzaga,69,-3,1,6-3
2005,2,10,North Carolina State,65,2,Connecticut,62,-8,1,10-2
2005,2,2,Oklahoma State,85,7,Southern Illinois,77,5,0,7-2
2005,2,6,Utah,67,3,Oklahoma,58,-3,1,6-3
2005,1,6,Wisconsin,57,11,Northern Iowa,52,5,0,11-6
2005,1,7,Cincinnati,76,10,Iowa,64,3,0,10-7
2005,1,7,West Virginia,63,10,Creighton,61,3,0,10-7
2005,1,2,Connecticut,77,15,Central Florida,71,13,0,15-2
2005,1,1,North Carolina,96,16,Oakland,68,15,0,16-1
2005,1,5,Michigan State,89,12,Old Dominion,81,7,0,12-5
2005,1,4,Florida,67,13,Ohio,62,9,0,13-4
2005,1,3,Gonzaga,74,14,Winthrop,64,11,0,14-3
2005,1,1,Duke,57,16,Delaware State,46,15,0,16-1
2005,1,14,Bucknell,64,3,Kansas,63,-11,1,14-3
2005,1,5,Villanova,55,12,New Mexico,47,7,0,12-5
2005,1,12,Milwaukee,83,5,Alabama,73,-7,1,12-5
2005,1,1,Illinois,67,16,Fairleigh Dickinson,55,15,0,16-1
2005,1,13,Vermont,60,4,Syracuse,57,-9,1,13-4
2005,1,4,Louisville,68,13,Louisiana-Lafayette,62,9,0,13-4
2005,1,9,Iowa State,64,8,Minnesota,53,-1,1,9-8
2005,1,9,Nevada,61,8,Texas,57,-1,1,9-8
2005,1,5,Georgia Tech,80,12,George Washington,68,7,0,12-5
2005,1,2,Kentucky,72,15,Eastern Kentucky,64,13,0,15-2
2005,1,1,Washington,88,16,Montana,77,15,0,16-1
2005,1,3,Arizona,66,14,Utah State,53,11,0,14-3
2005,1,2,Oklahoma State,63,15,Southeastern Louisiana,50,13,0,15-2
2005,1,6,Texas Tech,78,11,UCLA,66,5,0,11-6
2005,1,4,Boston College,85,13,Penn,65,9,0,13-4
2005,1,3,Oklahoma,84,14,Niagara,67,11,0,14-3
2005,1,2,Wake Forest,70,15,Chattanooga,54,13,0,15-2
2005,1,9,Mississippi State,93,8,Stanford,70,-1,1,9-8
2005,1,8,Pacific,79,9,Pittsburgh,71,1,0,9-8
2005,1,10,North Carolina State,75,7,Charlotte,63,-3,1,10-7
2005,1,7,Southern Illinois,65,10,St. Mary's (Cal.),56,3,0,10-7
2005,1,11,Alabama-Birmingham,82,6,LSU,68,-5,1,11-6
2005,1,6,Utah,60,11,UTEP,54,5,0,11-6
2005,0,16,Oakland,79,16,Alabama A&M,69,0,0,16-16
2004,6,2,Connecticut,82,3,Georgia Tech,73,1,0,3-2
2004,5,2,Connecticut,79,1,Duke,78,-1,1,2-1
2004,5,3,Georgia Tech,67,2,Oklahoma State,65,-1,1,3-2
2004,4,1,Duke,66,7,Xavier,63,6,0,7-1
2004,4,3,Georgia Tech,79,4,Kansas,71,1,0,4-3
2004,4,2,Connecticut,87,8,Alabama,71,6,0,8-2
2004,4,2,Oklahoma State,64,1,St. Joseph's,62,-1,1,2-1
2004,3,4,Kansas,100,9,Alabama-Birmingham,74,5,0,9-4
2004,3,2,Connecticut,73,6,Vanderbilt,53,4,0,6-2
2004,3,1,Duke,72,5,Illinois,62,4,0,5-1
2004,3,2,Oklahoma State,63,3,Pittsburgh,51,1,0,3-2
2004,3,8,Alabama,80,5,Syracuse,71,-3,1,8-5
2004,3,7,Xavier,79,3,Texas,71,-4,1,7-3
2004,3,3,Georgia Tech,72,10,Nevada,67,7,0,10-3
2004,3,1,St. Joseph's,84,4,Wake Forest,80,3,0,4-1
2004,2,6,Vanderbilt,75,3,North Carolina State,73,-3,1,6-3
2004,2,3,Pittsburgh,59,6,Wisconsin,55,3,0,6-3
2004,2,8,Alabama,70,1,Stanford,67,-7,1,8-1
2004,2,2,Oklahoma State,70,7,Memphis,53,5,0,7-2
2004,2,3,Texas,78,6,North Carolina,75,3,0,6-3
2004,2,7,Xavier,89,2,Mississippi State,74,-5,1,7-2
2004,2,1,Duke,90,8,Seton Hall,62,7,0,8-1
2004,2,5,Illinois,92,4,Cincinnati,68,-1,1,5-4
2004,2,5,Syracuse,72,4,Maryland,70,-1,1,5-4
2004,2,9,Alabama-Birmingham,76,1,Kentucky,75,-8,1,9-1
2004,2,3,Georgia Tech,57,6,Boston College,54,3,0,6-3
2004,2,1,St. Joseph's,70,8,Texas Tech,65,7,0,8-1
2004,2,10,Nevada,91,2,Gonzaga,72,-8,1,10-2
2004,2,4,Kansas,78,12,Pacific,63,8,0,12-4
2004,2,2,Connecticut,72,7,DePaul,55,5,0,7-2
2004,2,4,Wake Forest,84,12,Manhattan,80,8,0,12-4
2004,1,6,Vanderbilt,71,11,Western Michigan,58,5,0,11-6
2004,1,6,Wisconsin,76,11,Richmond,64,5,0,11-6
2004,1,4,Cincinnati,80,13,East Tennessee State,77,9,0,13-4
2004,1,1,Stanford,71,16,Texas-San Antonio,45,15,0,16-1
2004,1,2,Connecticut,70,15,Vermont,53,13,0,15-2
2004,1,7,Memphis,59,10,South Carolina,43,3,0,10-7
2004,1,6,North Carolina,63,11,Air Force,52,5,0,11-6
2004,1,10,Nevada,72,7,Michigan State,66,-3,1,10-7
2004,1,12,Manhattan,75,5,Florida,60,-7,1,12-5
2004,1,7,Xavier,80,10,Louisville,70,3,0,10-7
2004,1,2,Gonzaga,76,15,Valparaiso,49,13,0,15-2
2004,1,1,Duke,96,16,Alabama State,61,15,0,16-1
2004,1,4,Kansas,78,13,Illinois-Chicago,53,9,0,13-4
2004,1,3,Pittsburgh,53,14,Central Florida,44,11,0,14-3
2004,1,8,Alabama,65,9,Southern Illinois,64,1,0,9-8
2004,1,5,Illinois,72,12,Murray St.,53,7,0,12-5
2004,1,5,Syracuse,80,12,Brigham Young,75,7,0,12-5
2004,1,3,Texas,80,14,Princeton,70,11,0,14-3
2004,1,4,Maryland,86,13,UTEP,83,9,0,13-4
2004,1,3,Georgia Tech,65,14,Northern Iowa,60,11,0,14-3
2004,1,1,Kentucky,96,16,Florida A&M,76,15,0,16-1
2004,1,9,Alabama-Birmingham,102,8,Washington,100,-1,1,9-8
2004,1,2,Oklahoma State,75,15,Eastern Washington,56,13,0,15-2
2004,1,8,Texas Tech,76,9,Charlotte,73,1,0,9-8
2004,1,6,Boston College,58,11,Utah,51,5,0,11-6
2004,1,4,Wake Forest,79,13,Virginia Commonwealth,78,9,0,13-4
2004,1,3,North Carolina State,62,14,Louisiana-Lafayette,52,11,0,14-3
2004,1,1,St. Joseph's,82,16,Liberty,63,15,0,16-1
2004,1,2,Mississippi State,80,15,Monmouth,70,13,0,15-2
2004,1,12,Pacific,66,5,Providence,58,-7,1,12-5
2004,1,7,DePaul,76,10,Dayton,69,3,0,10-7
2004,1,8,Seton Hall,80,9,Arizona,76,1,0,9-8
2004,0,16,Florida A&M,72,16,Lehigh,57,0,0,16-16
2003,6,3,Syracuse,81,2,Kansas,78,-1,1,3-2
2003,5,2,Kansas,94,3,Marquette,61,1,0,3-2
2003,5,3,Syracuse,95,1,Texas,84,-2,1,3-1
2003,4,1,Texas,85,7,Michigan State,76,6,0,7-1
2003,4,3,Marquette,83,1,Kentucky,69,-2,1,3-1
2003,4,2,Kansas,78,1,Arizona,75,-1,1,2-1
2003,4,3,Syracuse,63,1,Oklahoma,47,-2,1,3-1
2003,3,3,Marquette,77,2,Pittsburgh,74,-1,1,3-2
2003,3,2,Kansas,69,3,Duke,65,1,0,3-2
2003,3,3,Syracuse,79,10,Auburn,78,7,0,10-3
2003,3,1,Texas,82,5,Connecticut,78,4,0,5-1
2003,3,7,Michigan State,60,6,Maryland,58,-1,1,7-6
2003,3,1,Kentucky,63,5,Wisconsin,57,4,0,5-1
2003,3,1,Arizona,88,5,Notre Dame,71,4,0,5-1
2003,3,1,Oklahoma,65,12,Butler,54,11,0,12-1
2003,2,5,Wisconsin,61,13,Tulsa,60,8,0,13-5
2003,2,5,Connecticut,84,4,Stanford,74,-1,1,5-4
2003,2,5,Notre Dame,68,4,Illinois,60,-1,1,5-4
2003,2,7,Michigan State,68,2,Florida,46,-5,1,7-2
2003,2,2,Pittsburgh,74,7,Indiana,52,5,0,7-2
2003,2,1,Texas,77,9,Purdue,67,8,0,9-1
2003,2,6,Maryland,77,3,Xavier,64,-3,1,6-3
2003,2,1,Kentucky,74,9,Utah,54,8,0,9-1
2003,2,1,Arizona,96,9,Gonzaga,95,8,0,9-1
2003,2,3,Syracuse,68,6,Oklahoma State,56,3,0,6-3
2003,2,10,Auburn,68,2,Wake Forest,62,-8,1,10-2
2003,2,1,Oklahoma,74,8,UC Berkeley,65,7,0,8-1
2003,2,2,Kansas,108,10,Arizona State,76,8,0,10-2
2003,2,12,Butler,79,4,Louisville,71,-8,1,12-4
2003,2,3,Marquette,101,6,Missouri,92,3,0,6-3
2003,2,3,Duke,86,11,Central Michigan,80,8,0,11-3
2003,1,2,Pittsburgh,67,15,Wagner,62,13,0,15-2
2003,1,5,Wisconsin,81,12,Weber State,74,7,0,12-5
2003,1,9,Gonzaga,74,8,Cincinnati,69,-1,1,9-8
2003,1,4,Stanford,77,13,San Diego,69,9,0,13-4
2003,1,5,Connecticut,58,12,Brigham Young,53,7,0,12-5
2003,1,5,Notre Dame,70,12,Milwaukee,69,7,0,12-5
2003,1,10,Arizona State,84,7,Memphis,71,-3,1,10-7
2003,1,2,Kansas,64,15,Utah State,61,13,0,15-2
2003,1,7,Michigan State,79,10,Colorado,64,3,0,10-7
2003,1,3,Marquette,72,14,Holy Cross,68,11,0,14-3
2003,1,2,Florida,85,15,Sam Houston State,55,13,0,15-2
2003,1,7,Indiana,67,10,Alabama,62,3,0,10-7
2003,1,3,Xavier,71,14,Troy,59,11,0,14-3
2003,1,3,Duke,67,14,Colorado State,57,11,0,14-3
2003,1,4,Illinois,65,13,Western Kentucky,60,9,0,13-4
2003,1,3,Syracuse,77,14,Manhattan,63,11,0,14-3
2003,1,4,Louisville,86,13,Austin Peay,64,9,0,13-4
2003,1,1,Texas,82,16,UNC Asheville,61,15,0,16-1
2003,1,6,Maryland,75,11,UNC Wilmington,73,5,0,11-6
2003,1,1,Kentucky,95,16,IUPUI,64,15,0,16-1
2003,1,13,Tulsa,84,4,Dayton,71,-9,1,13-4
2003,1,1,Arizona,80,16,Vermont,51,15,0,16-1
2003,1,6,Oklahoma State,77,11,Penn,63,5,0,11-6
2003,1,8,UC Berkeley,76,9,North Carolina State,74,1,0,9-8
2003,1,11,Central Michigan,79,6,Creighton,73,-5,1,11-6
2003,1,1,Oklahoma,71,16,South Carolina State,54,15,0,16-1
2003,1,2,Wake Forest,76,15,East Tennessee State,73,13,0,15-2
2003,1,10,Auburn,65,7,St. Joseph's,63,-3,1,10-7
2003,1,9,Utah,60,8,Oregon,58,-1,1,9-8
2003,1,12,Butler,47,5,Mississippi State,46,-7,1,12-5
2003,1,9,Purdue,80,8,LSU,56,-1,1,9-8
2003,1,6,Missouri,72,11,Southern Illinois,71,5,0,11-6
2003,0,16,UNC Asheville,92,16,Texas Southern,84,0,0,16-16
2002,6,1,Maryland,64,5,Indiana,52,4,0,5-1
2002,5,5,Indiana,73,2,Oklahoma,64,-3,1,5-2
2002,5,1,Maryland,97,1,Kansas,88,0,0,1-1
2002,4,1,Kansas,104,2,Oregon,86,1,0,2-1
2002,4,5,Indiana,81,10,Kent State,69,5,0,10-5
2002,4,1,Maryland,90,2,Connecticut,82,1,0,2-1
2002,4,2,Oklahoma,81,12,Missouri,75,10,0,12-2
2002,3,10,Kent State,78,3,Pittsburgh,73,-7,1,10-3
2002,3,1,Kansas,73,4,Illinois,69,3,0,4-1
2002,3,5,Indiana,74,1,Duke,73,-4,1,5-1
2002,3,2,Connecticut,71,11,Southern Illinois,59,9,0,11-2
2002,3,2,Oregon,72,6,Texas,70,4,0,6-2
2002,3,1,Maryland,78,4,Kentucky,68,3,0,4-1
2002,3,2,Oklahoma,88,3,Arizona,67,1,0,3-2
2002,3,12,Missouri,82,8,UCLA,73,-4,1,12-8
2002,2,8,UCLA,105,1,Cincinnati,101,-7,1,8-1
2002,2,1,Kansas,86,8,Stanford,63,7,0,8-1
2002,2,5,Indiana,76,13,UNC Wilmington,67,8,0,13-5
2002,2,2,Oklahoma,78,7,Xavier,65,5,0,7-2
2002,2,1,Duke,84,8,Notre Dame,77,7,0,8-1
2002,2,10,Kent State,71,2,Alabama,58,-8,1,10-2
2002,2,11,Southern Illinois,77,3,Georgia,75,-8,1,11-3
2002,2,6,Texas,68,3,Mississippi State,64,-3,1,6-3
2002,2,1,Maryland,87,8,Wisconsin,57,7,0,8-1
2002,2,3,Pittsburgh,63,6,UC Berkeley,50,3,0,6-3
2002,2,4,Illinois,72,12,Creighton,60,8,0,12-4
2002,2,2,Oregon,92,7,Wake Forest,87,5,0,7-2
2002,2,2,Connecticut,77,7,North Carolina State,74,5,0,7-2
2002,2,12,Missouri,83,4,Ohio State,67,-8,1,12-4
2002,2,4,Kentucky,87,12,Tulsa,82,8,0,12-4
2002,2,3,Arizona,68,11,Wyoming,60,8,0,11-3
2002,1,3,Pittsburgh,71,14,Central Connecticut State,54,11,0,14-3
2002,1,8,Wisconsin,80,9,St. John's,70,1,0,9-8
2002,1,1,Cincinnati,90,16,Boston University,52,15,0,16-1
2002,1,8,Stanford,84,9,Western Kentucky,68,1,0,9-8
2002,1,2,Connecticut,78,15,Hampton,67,13,0,15-2
2002,1,8,Notre Dame,82,9,Charlotte,63,1,0,9-8
2002,1,1,Kansas,70,16,Holy Cross,59,15,0,16-1
2002,1,12,Tulsa,71,5,Marquette,69,-7,1,12-5
2002,1,12,Creighton,83,5,Florida,82,-7,1,12-5
2002,1,5,Indiana,75,12,Utah,56,7,0,12-5
2002,1,7,Xavier,70,10,Hawaii,58,3,0,10-7
2002,1,12,Missouri,93,5,Miami (Fla.),80,-7,1,12-5
2002,1,11,Wyoming,73,6,Gonzaga,66,-5,1,11-6
2002,1,1,Duke,84,16,Winthrop,37,15,0,16-1
2002,1,4,Illinois,93,13,San Diego State,64,9,0,13-4
2002,1,2,Alabama,86,15,Florida Atlantic,78,13,0,15-2
2002,1,6,Texas,70,11,Boston College,57,5,0,11-6
2002,1,1,Maryland,85,16,Siena,70,15,0,16-1
2002,1,4,Kentucky,83,13,Valparaiso,68,9,0,13-4
2002,1,3,Georgia,85,14,Murray St.,68,11,0,14-3
2002,1,3,Arizona,86,14,UC Santa Barbara,81,11,0,14-3
2002,1,10,Kent State,69,7,Oklahoma State,61,-3,1,10-7
2002,1,11,Southern Illinois,76,6,Texas Tech,68,-5,1,11-6
2002,1,6,UC Berkeley,82,11,Penn,75,5,0,11-6
2002,1,4,Ohio State,69,13,Davidson,64,9,0,13-4
2002,1,2,Oklahoma,71,15,Illinois-Chicago,63,13,0,15-2
2002,1,7,Wake Forest,83,10,Pepperdine,74,3,0,10-7
2002,1,7,North Carolina State,69,10,Michigan State,58,3,0,10-7
2002,1,13,UNC Wilmington,93,4,Southern California,89,-9,1,13-4
2002,1,2,Oregon,81,15,Montana,62,13,0,15-2
2002,1,8,UCLA,80,9,Mississippi,58,1,0,9-8
2002,1,3,Mississippi State,70,14,McNeese State,58,11,0,14-3
2002,0,16,Siena,81,16,Alcorn State,77,0,0,16-16
2001,6,1,Duke,82,2,Arizona,72,1,0,2-1
2001,5,1,Duke,95,3,Maryland,84,2,0,3-1
2001,5,2,Arizona,80,1,Michigan State,61,-1,1,2-1
2001,4,3,Maryland,87,1,Stanford,73,-2,1,3-1
2001,4,1,Michigan State,69,11,Temple,62,10,0,11-1
2001,4,1,Duke,79,6,Southern California,69,5,0,6-1
2001,4,2,Arizona,87,1,Illinois,81,-1,1,2-1
2001,3,1,Stanford,78,5,Cincinnati,65,4,0,5-1
2001,3,1,Michigan State,77,12,Gonzaga,62,11,0,12-1
2001,3,1,Duke,76,4,UCLA,63,3,0,4-1
2001,3,1,Illinois,80,4,Kansas,64,3,0,4-1
