YEAR,ROUND,WSEED,WTEAM,WSCORE,LSEED,LTEAM,LSCORE,Diff,Upset,Matchup
1995,1,7,Iowa State,64,10,Florida,61,3,0,10-7
1995,1,4,Virginia,96,13,Nicholls State,72,9,0,13-4
1995,1,1,Wake Forest,79,16,North Carolina A&T,47,15,0,16-1
1995,1,13,Manhattan,77,4,Oklahoma,67,-9,1,13-4
1995,1,5,Alabama,91,12,Penn,85,7,0,12-5
1995,1,14,Old Dominion,89,3,Villanova,81,-11,1,14-3
1995,1,8,Western Kentucky,82,9,Michigan,76,1,0,9-8
1995,1,11,Texas,90,6,Oregon,73,-5,1,11-6
1994,6,1,Arkansas,76,2,Duke,72,1,0,2-1
1994,5,2,Duke,70,3,Florida,65,1,0,3-2
1994,5,1,Arkansas,91,2,Arizona,82,1,0,2-1
1994,4,2,Duke,69,1,Purdue,60,-1,1,2-1
1994,4,1,Arkansas,76,3,Michigan,68,2,0,3-1
1994,4,2,Arizona,92,1,Missouri,72,-1,1,2-1
1994,4,3,Florida,74,9,Boston College,66,6,0,9-3
1994,3,3,Michigan,78,10,Maryland,71,7,0,10-3
1994,3,3,Florida,69,2,Connecticut,60,-1,1,3-2
1994,3,2,Duke,59,6,Marquette,49,4,0,6-2
1994,3,1,Purdue,83,4,Kansas,78,3,0,4-1
1994,3,1,Arkansas,103,12,Tulsa,84,11,0,12-1
1994,3,2,Arizona,82,3,Louisville,70,1,0,3-2
1994,3,1,Missouri,98,4,Syracuse,88,3,0,4-1
1994,3,9,Boston College,77,5,Indiana,68,-4,1,9-5
1994,2,3,Florida,70,11,Penn,58,8,0,11-3
1994,2,6,Marquette,75,3,Kentucky,63,-3,1,6-3
1994,2,10,Maryland,95,2,Massachusetts,87,-8,1,10-2
1994,2,3,Michigan,84,6,Texas,79,3,0,6-3
1994,2,12,Tulsa,82,4,Oklahoma State,80,-8,1,12-4
1994,2,1,Purdue,83,9,Alabama,73,8,0,9-1
1994,2,1,Arkansas,85,9,Georgetown,73,8,0,9-1
1994,2,2,Duke,85,7,Michigan State,74,5,0,7-2
1994,2,9,Boston College,75,1,North Carolina,72,-8,1,9-1
1994,2,1,Missouri,109,9,Wisconsin,96,8,0,9-1
1994,2,3,Louisville,60,6,Minnesota,55,3,0,6-3
1994,2,5,Indiana,67,4,Temple,58,-1,1,5-4
1994,2,2,Connecticut,75,10,George Washington,63,8,0,10-2
1994,2,2,Arizona,71,7,Virginia,58,5,0,7-2
1994,2,4,Kansas,69,5,Wake Forest,58,1,0,5-4
1994,2,4,Syracuse,64,12,Green Bay,59,8,0,12-4
1994,1,9,Wisconsin,80,8,Cincinnati,72,-1,1,9-8
1994,1,2,Connecticut,64,15,Rider,46,13,0,15-2
1994,1,2,Massachusetts,78,15,Texas State,60,13,0,15-2
1994,1,4,Kansas,102,13,Chattanooga,73,9,0,13-4
1994,1,3,Michigan,78,14,Pepperdine,74,11,0,14-3
1994,1,2,Duke,82,15,Texas Southern,70,13,0,15-2
1994,1,3,Florida,64,14,James Madison,62,11,0,14-3
1994,1,6,Marquette,81,11,Louisiana-Lafayette,59,5,0,11-6
1994,1,13,Hawaii,61,4,Syracuse,57,-9,1,13-4
1994,1,3,Kentucky,83,14,Tennessee State,70,11,0,14-3
1994,1,9,Alabama,76,8,Providence,70,-1,1,9-8
1994,1,6,Texas,91,11,Western Kentucky,77,5,0,11-6
1994,1,12,Green Bay,61,5,UC Berkeley,57,-7,1,12-5
1994,1,12,Tulsa,112,5,UCLA,102,-7,1,12-5
1994,1,1,Purdue,98,16,Central Florida,67,15,0,16-1
1994,1,4,Temple,61,13,Drexel,39,9,0,13-4
1994,1,1,Arkansas,94,16,North Carolina A&T,79,15,0,16-1
1994,1,2,Arizona,81,15,Loyola (Md.),55,13,0,15-2
1994,1,10,George Washington,51,7,Alabama-Birmingham,46,-3,1,10-7
1994,1,4,Oklahoma State,65,13,New Mexico State,55,9,0,13-4
1994,1,9,Georgetown,84,8,Illinois,77,-1,1,9-8
1994,1,7,Michigan State,84,10,Seton Hall,73,3,0,10-7
1994,1,11,Penn,90,6,Nebraska,80,-5,1,11-6
1994,1,1,North Carolina,71,16,Liberty,51,15,0,16-1
1994,1,3,Louisville,67,14,Boise State,58,11,0,14-3
1994,1,1,Missouri,76,16,Navy,53,15,0,16-1
1994,1,6,Minnesota,74,11,Southern Illinois,60,5,0,11-6
1994,1,5,Indiana,84,12,Ohio,72,7,0,12-5
1994,1,10,Maryland,74,7,St. Louis,66,-3,1,10-7
1994,1,7,Virginia,57,10,New Mexico,54,3,0,10-7
1994,1,5,Wake Forest,68,12,College of Charleston,58,7,0,12-5
1994,1,9,Boston College,67,8,Washington State,64,-1,1,9-8
1993,6,1,North Carolina,77,1,Michigan,71,0,0,1-1
1993,5,1,Michigan,81,1,Kentucky,78,0,0,1-1
1993,5,1,North Carolina,78,2,Kansas,68,1,0,2-1
1993,4,1,Michigan,77,7,Temple,72,6,0,7-1
1993,4,1,Kentucky,106,3,Florida State,81,2,0,3-1
1993,4,1,North Carolina,75,2,Cincinnati,68,1,0,2-1
1993,4,2,Kansas,83,1,Indiana,77,-1,1,2-1
1993,3,1,Michigan,72,12,George Washington,64,11,0,12-1
1993,3,1,Kentucky,103,5,Wake Forest,69,4,0,5-1
1993,3,2,Kansas,93,6,UC Berkeley,76,4,0,6-2
1993,3,3,Florida State,81,7,Western Kentucky,78,4,0,7-3
1993,3,1,North Carolina,80,4,Arkansas,74,3,0,4-1
1993,3,1,Indiana,82,4,Louisville,69,3,0,4-1
1993,3,7,Temple,67,3,Vanderbilt,59,-4,1,7-3
1993,3,2,Cincinnati,71,6,Virginia,54,4,0,6-2
1993,2,1,Michigan,86,9,UCLA,84,8,0,9-1
1993,2,1,Kentucky,83,8,Utah,62,7,0,8-1
1993,2,6,UC Berkeley,82,3,Duke,77,-3,1,6-3
1993,2,7,Temple,68,15,Santa Clara,57,8,0,15-7
1993,2,4,Louisville,78,5,Oklahoma State,63,1,0,5-4
1993,2,3,Vanderbilt,85,6,Illinois,68,3,0,6-3
1993,2,1,North Carolina,112,8,Rhode Island,67,7,0,8-1
1993,2,1,Indiana,73,9,Xavier,70,8,0,9-1
1993,2,12,George Washington,90,13,Southern,80,1,0,13-12
1993,2,2,Cincinnati,92,7,New Mexico State,55,5,0,7-2
1993,2,2,Kansas,90,7,Brigham Young,76,5,0,7-2
1993,2,6,Virginia,71,3,Massachusetts,56,-3,1,6-3
1993,2,5,Wake Forest,84,4,Iowa,78,-1,1,5-4
1993,2,3,Florida State,94,11,Tulane,63,8,0,11-3
1993,2,4,Arkansas,80,5,St. John's,74,1,0,5-4
1993,2,7,Western Kentucky,72,2,Seton Hall,68,-5,1,7-2
1993,1,2,Cincinnati,93,15,Coppin State,66,13,0,15-2
1993,1,3,Massachusetts,54,14,Penn,50,11,0,14-3
1993,1,2,Kansas,94,15,Ball State,72,13,0,15-2
1993,1,1,Michigan,84,16,Coastal Carolina,53,15,0,16-1
1993,1,3,Duke,105,14,Southern Illinois,70,11,0,14-3
1993,1,1,Kentucky,96,16,Rider,52,15,0,16-1
1993,1,6,UC Berkeley,66,11,LSU,64,5,0,11-6
1993,1,12,George Washington,82,5,New Mexico,68,-7,1,12-5
1993,1,7,Temple,75,10,Missouri,61,3,0,10-7
1993,1,4,Arkansas,94,13,Holy Cross,64,9,0,13-4
1993,1,15,Santa Clara,64,2,Arizona,61,-13,1,15-2
1993,1,5,Oklahoma State,74,12,Marquette,62,7,0,12-5
1993,1,13,Southern,93,4,Georgia Tech,78,-9,1,13-4
1993,1,6,Illinois,75,11,Long Beach State,72,5,0,11-6
1993,1,3,Florida State,82,14,Evansville,70,11,0,14-3
1993,1,9,UCLA,81,8,Iowa State,70,-1,1,9-8
1993,1,1,North Carolina,85,16,East Carolina,65,15,0,16-1
1993,1,4,Louisville,76,13,Delaware,70,9,0,13-4
1993,1,1,Indiana,97,16,Wright State,54,15,0,16-1
1993,1,4,Iowa,82,13,Louisiana-Monroe,69,9,0,13-4
1993,1,3,Vanderbilt,92,14,Boise State,72,11,0,14-3
1993,1,2,Seton Hall,81,15,Tennessee State,59,13,0,15-2
1993,1,8,Utah,86,9,Pittsburgh,85,1,0,9-8
1993,1,7,New Mexico State,93,10,Nebraska,79,3,0,10-7
1993,1,7,Brigham Young,80,10,Southern Methodist,71,3,0,10-7
1993,1,9,Xavier,73,8,New Orleans,55,-1,1,9-8
1993,1,6,Virginia,78,11,Manhattan,66,5,0,11-6
1993,1,5,Wake Forest,81,12,Chattanooga,58,7,0,12-5
1993,1,11,Tulane,55,6,Kansas State,53,-5,1,11-6
1993,1,8,Rhode Island,74,9,Purdue,68,1,0,9-8
1993,1,5,St. John's,85,12,Texas Tech,67,7,0,12-5
1993,1,7,Western Kentucky,55,10,Memphis,52,3,0,10-7
1992,6,1,Duke,71,6,Michigan,51,5,0,6-1
1992,5,6,Michigan,76,4,Cincinnati,72,-2,1,6-4
1992,5,1,Duke,81,2,Indiana,78,1,0,2-1
1992,4,4,Cincinnati,88,6,Memphis,57,2,0,6-4
1992,4,1,Duke,104,2,Kentucky,103,1,0,2-1
1992,4,2,Indiana,106,1,UCLA,79,-1,1,2-1
1992,4,6,Michigan,75,1,Ohio State,71,-5,1,6-1
1992,3,2,Kentucky,87,3,Massachusetts,77,1,0,3-2
1992,3,6,Michigan,75,2,Oklahoma State,72,-4,1,6-2
1992,3,1,Duke,81,4,Seton Hall,69,3,0,4-1
1992,3,1,UCLA,85,12,New Mexico State,78,11,0,12-1
1992,3,4,Cincinnati,69,9,UTEP,67,5,0,9-4
1992,3,2,Indiana,85,3,Florida State,74,1,0,3-2
1992,3,6,Memphis,83,7,Georgia Tech,79,1,0,7-6
1992,3,1,Ohio State,80,4,North Carolina,73,3,0,4-1
1992,2,9,UTEP,66,1,Kansas,60,-8,1,9-1
1992,2,6,Michigan,102,14,East Tennessee State,90,8,0,14-6
1992,2,1,Duke,75,9,Iowa,62,8,0,9-1
1992,2,3,Massachusetts,77,6,Syracuse,71,3,0,6-3
1992,2,1,UCLA,85,8,Louisville,69,7,0,8-1
1992,2,4,North Carolina,64,5,Alabama,55,1,0,5-4
1992,2,2,Indiana,89,7,LSU,79,5,0,7-2
1992,2,3,Florida State,78,6,Georgetown,68,3,0,6-3
1992,2,7,Georgia Tech,79,2,Southern California,78,-5,1,7-2
1992,2,4,Cincinnati,77,5,Michigan State,65,1,0,5-4
1992,2,2,Kentucky,106,10,Iowa State,98,8,0,10-2
1992,2,4,Seton Hall,88,5,Missouri,71,1,0,5-4
1992,2,6,Memphis,82,3,Arkansas,80,-3,1,6-3
1992,2,12,New Mexico State,81,13,Louisiana-Lafayette,73,1,0,13-12
1992,2,1,Ohio State,78,9,Connecticut,55,8,0,9-1
1992,2,2,Oklahoma State,87,10,Tulane,71,8,0,10-2
1992,1,4,Cincinnati,85,13,Delaware,47,9,0,13-4
1992,1,3,Massachusetts,85,14,Fordham,58,11,0,14-3
1992,1,1,Kansas,100,16,Howard,67,15,0,16-1
1992,1,6,Michigan,73,11,Temple,66,5,0,11-6
1992,1,1,Duke,82,16,Campbell,56,15,0,16-1
1992,1,6,Syracuse,51,11,Princeton,43,5,0,11-6
1992,1,2,Kentucky,88,15,Old Dominion,69,13,0,15-2
1992,1,9,Iowa,98,8,Texas,92,-1,1,9-8
1992,1,1,UCLA,73,16,Robert Morris,53,15,0,16-1
1992,1,10,Tulane,61,7,St. John's,57,-3,1,10-7
1992,1,3,Arkansas,80,14,Murray St.,69,11,0,14-3
1992,1,5,Alabama,80,12,Stanford,75,7,0,12-5
1992,1,14,East Tennessee State,87,3,Arizona,80,-11,1,14-3
1992,1,7,LSU,94,10,Brigham Young,83,3,0,10-7
1992,1,2,Oklahoma State,100,15,Georgia Southern,73,13,0,15-2
1992,1,6,Georgetown,75,11,South Florida,60,5,0,11-6
1992,1,7,Georgia Tech,65,10,Houston,60,3,0,10-7
1992,1,3,Florida State,78,14,Montana,68,11,0,14-3
1992,1,5,Michigan State,61,12,Missouri State,54,7,0,12-5
1992,1,2,Southern California,84,15,Louisiana-Monroe,54,13,0,15-2
1992,1,9,Connecticut,86,8,Nebraska,65,-1,1,9-8
1992,1,4,Oklahoma,87,13,Louisiana-Lafayette,83,9,0,13-4
1992,1,12,New Mexico State,81,5,DePaul,73,-7,1,12-5
1992,1,4,North Carolina,68,13,Miami (Ohio),63,9,0,13-4
1992,1,8,Louisville,81,9,Wake Forest,58,1,0,9-8
1992,1,5,Missouri,89,12,West Virginia,78,7,0,12-5
1992,1,2,Indiana,94,15,Eastern Illinois,55,13,0,15-2
1992,1,10,Iowa State,76,7,Charlotte,74,-3,1,10-7
1992,1,6,Memphis,80,11,Pepperdine,70,5,0,11-6
1992,1,4,Seton Hall,78,13,La Salle,76,9,0,13-4
1992,1,9,UTEP,55,8,Evansville,50,-1,1,9-8
1992,1,1,Ohio State,83,16,Mississippi Valley State,56,15,0,16-1
1991,6,2,Duke,72,3,Kansas,65,1,0,3-2
1991,5,2,Duke,79,1,UNLV,77,-1,1,2-1
1991,5,3,Kansas,79,1,North Carolina,73,-2,1,3-1
1991,4,2,Duke,78,4,St. John's,61,2,0,4-2
1991,4,3,Kansas,93,1,Arkansas,81,-2,1,3-1
1991,4,1,UNLV,77,3,Seton Hall,65,2,0,3-1
1991,4,1,North Carolina,75,10,Temple,72,9,0,10-1
1991,3,2,Duke,81,11,Connecticut,67,9,0,11-2
1991,3,3,Kansas,83,2,Indiana,65,-1,1,3-2
1991,3,1,Arkansas,93,4,Alabama,70,3,0,4-1
1991,3,1,UNLV,83,4,Utah,66,3,0,4-1
1991,3,10,Temple,72,3,Oklahoma State,63,-7,1,10-3
1991,3,1,North Carolina,93,12,Eastern Michigan,67,11,0,12-1
1991,3,3,Seton Hall,81,2,Arizona,77,-1,1,3-2
1991,3,4,St. John's,91,1,Ohio State,74,-3,1,4-1
1991,2,11,Connecticut,66,14,Xavier,50,3,0,14-11
1991,2,4,St. John's,84,5,Texas,76,1,0,5-4
1991,2,10,Temple,77,15,Richmond,64,5,0,15-10
1991,2,1,Arkansas,97,8,Arizona State,90,7,0,8-1
1991,2,1,UNLV,62,8,Georgetown,54,7,0,8-1
1991,2,2,Indiana,82,7,Florida State,60,5,0,7-2
1991,2,4,Utah,85,5,Michigan State,84,1,0,5-4
1991,2,3,Kansas,77,6,Pittsburgh,66,3,0,6-3
1991,2,1,North Carolina,84,9,Villanova,69,8,0,9-1
1991,2,2,Duke,85,7,Iowa,70,5,0,7-2
1991,2,12,Eastern Michigan,71,13,Penn State,68,1,0,13-12
1991,2,3,Seton Hall,81,11,Creighton,69,8,0,11-3
1991,2,3,Oklahoma State,73,6,North Carolina State,64,3,0,6-3
1991,2,1,Ohio State,65,8,Georgia Tech,61,7,0,8-1
1991,2,2,Arizona,81,10,Brigham Young,69,8,0,10-2
1991,2,4,Alabama,96,5,Wake Forest,88,1,0,5-4
1991,1,3,Kansas,55,14,New Orleans,49,11,0,14-3
1991,1,2,Duke,102,15,Louisiana-Monroe,73,13,0,15-2
1991,1,15,Richmond,73,2,Syracuse,69,-13,1,15-2
1991,1,5,Texas,73,12,St. Peter's,65,7,0,12-5
1991,1,13,Penn State,74,4,UCLA,69,-9,1,13-4
1991,1,10,Temple,80,7,Purdue,63,-3,1,10-7
1991,1,4,St. John's,75,13,Northern Illinois,68,9,0,13-4
1991,1,1,Arkansas,117,16,Georgia State,76,15,0,16-1
1991,1,1,UNLV,99,16,Montana,65,15,0,16-1
1991,1,4,Alabama,89,13,Murray St.,79,9,0,13-4
1991,1,2,Arizona,93,15,St. Francis (Pa.),80,13,0,15-2
1991,1,11,Connecticut,79,6,LSU,62,-5,1,11-6
1991,1,3,Oklahoma State,67,14,New Mexico,54,11,0,14-3
1991,1,8,Georgetown,70,9,Vanderbilt,60,1,0,9-8
1991,1,8,Georgia Tech,87,9,DePaul,70,1,0,9-8
1991,1,7,Florida State,75,10,Southern California,72,3,0,10-7
1991,1,8,Arizona State,79,9,Rutgers,76,1,0,9-8
1991,1,5,Michigan State,60,12,Green Bay,58,7,0,12-5
1991,1,6,Pittsburgh,76,11,Georgia,68,5,0,11-6
1991,1,14,Xavier,89,3,Nebraska,84,-11,1,14-3
1991,1,1,North Carolina,101,16,Northeastern,66,15,0,16-1
1991,1,2,Indiana,79,15,Coastal Carolina,69,13,0,15-2
1991,1,7,Iowa,76,10,East Tennessee State,73,3,0,10-7
1991,1,3,Seton Hall,71,14,Pepperdine,51,11,0,14-3
1991,1,4,Utah,82,13,South Alabama,72,9,0,13-4
1991,1,6,North Carolina State,114,11,Southern Mississippi,85,5,0,11-6
1991,1,9,Villanova,50,8,Princeton,48,-1,1,9-8
1991,1,11,Creighton,64,6,New Mexico State,56,-5,1,11-6
1991,1,1,Ohio State,97,16,Towson,86,15,0,16-1
1991,1,12,Eastern Michigan,76,5,Mississippi State,56,-7,1,12-5
1991,1,10,Brigham Young,61,7,Virginia,48,-3,1,10-7
1991,1,5,Wake Forest,71,12,Louisiana Tech,65,7,0,12-5
1990,6,1,UNLV,103,3,Duke,73,2,0,3-1
1990,5,3,Duke,97,4,Arkansas,83,1,0,4-3
1990,5,1,UNLV,90,4,Georgia Tech,81,3,0,4-1
1990,4,3,Duke,79,1,Connecticut,78,-2,1,3-1
1990,4,4,Arkansas,88,10,Texas,85,6,0,10-4
1990,4,1,UNLV,131,11,Loyola Marymount,101,10,0,11-1
1990,4,4,Georgia Tech,93,6,Minnesota,91,2,0,6-4
1990,3,1,Connecticut,71,5,Clemson,70,4,0,5-1
1990,3,3,Duke,90,7,UCLA,81,4,0,7-3
1990,3,1,UNLV,69,12,Ball State,67,11,0,12-1
1990,3,4,Georgia Tech,81,1,Michigan State,80,-3,1,4-1
1990,3,4,Arkansas,96,8,North Carolina,73,4,0,8-4
1990,3,6,Minnesota,82,2,Syracuse,75,-4,1,6-2
1990,3,10,Texas,102,6,Xavier,89,-4,1,10-6
1990,3,11,Loyola Marymount,62,7,Alabama,60,-4,1,11-7
1990,2,1,Connecticut,74,9,UC Berkeley,54,8,0,9-1
1990,2,10,Texas,73,2,Purdue,72,-8,1,10-2
1990,2,7,UCLA,71,2,Kansas,70,-5,1,7-2
1990,2,3,Duke,76,6,St. John's,72,3,0,6-3
1990,2,1,UNLV,76,8,Ohio State,65,7,0,8-1
1990,2,7,Alabama,77,2,Arizona,55,-5,1,7-2
1990,2,4,Georgia Tech,94,5,LSU,91,1,0,5-4
1990,2,1,Michigan State,62,9,UC Santa Barbara,58,8,0,9-1
1990,2,8,North Carolina,79,1,Oklahoma,77,-7,1,8-1
1990,2,2,Syracuse,63,7,Virginia,61,5,0,7-2
1990,2,6,Minnesota,81,14,Northern Iowa,78,8,0,14-6
1990,2,6,Xavier,74,3,Georgetown,71,-3,1,6-3
1990,2,5,Clemson,79,4,La Salle,75,-1,1,5-4
1990,2,11,Loyola Marymount,149,3,Michigan,115,-8,1,11-3
1990,2,12,Ball State,62,4,Louisville,60,-8,1,12-4
1990,2,4,Arkansas,86,12,Dayton,84,8,0,12-4
1990,1,1,Connecticut,76,16,Boston University,52,15,0,16-1
1990,1,2,Kansas,79,15,Robert Morris,71,13,0,15-2
1990,1,3,Michigan,76,14,Illinois State,70,11,0,14-3
1990,1,3,Duke,81,14,Richmond,46,11,0,14-3
1990,1,2,Syracuse,70,15,Coppin State,48,13,0,15-2
1990,1,7,UCLA,68,10,Alabama-Birmingham,56,3,0,10-7
1990,1,2,Purdue,75,15,Louisiana-Monroe,63,13,0,15-2
1990,1,6,St. John's,81,11,Temple,65,5,0,11-6
1990,1,4,Arkansas,68,13,Princeton,64,9,0,13-4
1990,1,1,UNLV,102,16,Arkansas-Little Rock,72,15,0,16-1
1990,1,7,Alabama,71,10,Colorado State,54,3,0,10-7
1990,1,2,Arizona,79,15,South Florida,67,13,0,15-2
1990,1,5,LSU,70,12,Villanova,63,7,0,12-5
1990,1,3,Georgetown,70,14,Texas Southern,52,11,0,14-3
1990,1,10,Texas,100,7,Georgia,88,-3,1,10-7
1990,1,4,Georgia Tech,99,13,East Tennessee State,83,9,0,13-4
1990,1,12,Dayton,88,5,Illinois,86,-7,1,12-5
1990,1,1,Michigan State,75,16,Murray St.,71,15,0,16-1
1990,1,1,Oklahoma,77,16,Towson,68,15,0,16-1
1990,1,8,North Carolina,83,9,Missouri State,70,1,0,9-8
1990,1,4,Louisville,78,13,Idaho,59,9,0,13-4
1990,1,14,Northern Iowa,74,3,Missouri,71,-11,1,14-3
1990,1,7,Virginia,75,10,Notre Dame,67,3,0,10-7
1990,1,6,Minnesota,64,11,UTEP,61,5,0,11-6
1990,1,6,Xavier,87,11,Kansas State,79,5,0,11-6
1990,1,9,UC Berkeley,65,8,Indiana,63,-1,1,9-8
1990,1,5,Clemson,49,12,Brigham Young,47,7,0,12-5
1990,1,9,UC Santa Barbara,70,8,Houston,66,-1,1,9-8
1990,1,4,La Salle,79,13,Southern Mississippi,63,9,0,13-4
1990,1,11,Loyola Marymount,111,6,New Mexico State,92,-5,1,11-6
1990,1,8,Ohio State,84,9,Providence,83,1,0,9-8
1990,1,12,Ball State,54,5,Oregon State,53,-7,1,12-5
1989,6,3,Michigan,80,3,Seton Hall,79,0,0,3-3
1989,5,3,Seton Hall,95,2,Duke,78,-1,1,3-2
1989,5,3,Michigan,83,1,Illinois,81,-2,1,3-1
1989,4,3,Seton Hall,84,4,UNLV,61,1,0,4-3
1989,4,2,Duke,85,1,Georgetown,77,-1,1,2-1
1989,4,1,Illinois,89,2,Syracuse,86,1,0,2-1
1989,4,3,Michigan,102,5,Virginia,65,2,0,5-3
1989,3,3,Michigan,92,2,North Carolina,87,-1,1,3-2
1989,3,4,UNLV,68,1,Arizona,67,-3,1,4-1
1989,3,1,Georgetown,69,5,North Carolina State,61,4,0,5-1
1989,3,1,Illinois,83,4,Louisville,69,3,0,4-1
1989,3,5,Virginia,86,1,Oklahoma,80,-4,1,5-1
1989,3,2,Syracuse,83,3,Missouri,80,1,0,3-2
1989,3,2,Duke,87,11,Minnesota,70,9,0,11-2
1989,3,3,Seton Hall,78,2,Indiana,65,-1,1,3-2
1989,2,3,Missouri,108,11,Texas,89,8,0,11-3
1989,2,2,North Carolina,88,7,UCLA,81,5,0,7-2
1989,2,2,Indiana,92,7,UTEP,69,5,0,7-2
1989,2,4,Louisville,93,5,Arkansas,84,1,0,5-4
1989,2,1,Arizona,94,9,Clemson,68,8,0,9-1
1989,2,1,Georgetown,81,9,Notre Dame,74,8,0,9-1
1989,2,1,Illinois,72,9,Ball State,60,8,0,9-1
1989,2,5,North Carolina State,102,4,Iowa,96,-1,1,5-4
1989,2,1,Oklahoma,124,9,Louisiana Tech,81,8,0,9-1
1989,2,4,UNLV,85,12,DePaul,70,8,0,12-4
1989,2,5,Virginia,104,13,Middle Tennessee State,88,8,0,13-5
1989,2,2,Duke,70,7,West Virginia,63,5,0,7-2
1989,2,11,Minnesota,80,14,Siena,67,3,0,14-11
1989,2,2,Syracuse,65,10,Colorado State,50,8,0,10-2
1989,2,3,Seton Hall,87,11,Evansville,73,8,0,11-3
1989,2,3,Michigan,91,11,South Alabama,82,8,0,11-3
1989,1,14,Siena,80,3,Stanford,78,-11,1,14-3
1989,1,3,Michigan,92,14,Xavier,87,11,0,14-3
1989,1,2,Duke,90,15,South Carolina State,69,13,0,15-2
1989,1,11,Minnesota,86,6,Kansas State,75,-5,1,11-6
1989,1,2,Syracuse,104,15,Bucknell,81,13,0,15-2
1989,1,11,Evansville,94,6,Oregon State,90,-5,1,11-6
1989,1,7,UCLA,84,10,Iowa State,74,3,0,10-7
1989,1,7,UTEP,85,10,LSU,74,3,0,10-7
1989,1,5,Arkansas,120,12,Loyola Marymount,101,7,0,12-5
1989,1,4,UNLV,68,13,Idaho,56,9,0,13-4
1989,1,11,South Alabama,86,6,Alabama,84,-5,1,11-6
1989,1,1,Arizona,94,16,Robert Morris,60,15,0,16-1
1989,1,1,Georgetown,50,16,Princeton,49,15,0,16-1
1989,1,11,Texas,76,6,Georgia Tech,70,-5,1,11-6
1989,1,1,Illinois,77,16,McNeese State,71,15,0,16-1
1989,1,13,Middle Tennessee State,97,4,Florida State,83,-9,1,13-4
1989,1,9,Ball State,68,8,Pittsburgh,64,-1,1,9-8
1989,1,5,North Carolina State,81,12,South Carolina,66,7,0,12-5
1989,1,1,Oklahoma,72,16,East Tennessee State,71,15,0,16-1
1989,1,2,North Carolina,93,15,Southern,79,13,0,15-2
1989,1,4,Louisville,76,13,Arkansas-Little Rock,71,9,0,13-4
1989,1,3,Missouri,85,14,Creighton,69,11,0,14-3
1989,1,5,Virginia,100,12,Providence,97,7,0,12-5
1989,1,7,West Virginia,84,10,Tennessee,68,3,0,10-7
1989,1,2,Indiana,99,15,George Mason,85,13,0,15-2
1989,1,10,Colorado State,68,7,Florida,46,-3,1,10-7
1989,1,4,Iowa,87,13,Rutgers,73,9,0,13-4
1989,1,9,Louisiana Tech,83,8,La Salle,74,-1,1,9-8
1989,1,12,DePaul,66,5,Memphis,63,-7,1,12-5
1989,1,3,Seton Hall,60,14,Missouri State,51,11,0,14-3
1989,1,9,Notre Dame,81,8,Vanderbilt,65,-1,1,9-8
1989,1,9,Clemson,83,8,St. Mary's (Cal.),70,-1,1,9-8
1988,6,6,Kansas,83,1,Oklahoma,79,-5,1,6-1
1988,5,1,Oklahoma,86,1,Arizona,78,0,0,1-1
1988,5,6,Kansas,66,2,Duke,59,-4,1,6-2
1988,4,6,Kansas,71,4,Kansas State,58,-2,1,6-4
1988,4,2,Duke,63,1,Temple,53,-1,1,2-1
1988,4,1,Arizona,70,2,North Carolina,52,1,0,2-1
1988,4,1,Oklahoma,78,6,Villanova,59,5,0,6-1
1988,3,2,Duke,73,11,Rhode Island,72,9,0,11-2
1988,3,4,Kansas State,73,1,Purdue,70,-3,1,4-1
1988,3,1,Temple,69,13,Richmond,47,12,0,13-1
1988,3,6,Villanova,80,2,Kentucky,74,-4,1,6-2
1988,3,1,Arizona,99,5,Iowa,79,4,0,5-1
1988,3,6,Kansas,77,7,Vanderbilt,64,1,0,7-6
1988,3,2,North Carolina,78,3,Michigan,69,1,0,3-2
1988,3,1,Oklahoma,108,5,Louisville,98,4,0,5-1
1988,2,11,Rhode Island,97,3,Syracuse,94,-8,1,11-3
1988,2,1,Purdue,100,9,Memphis,73,8,0,9-1
1988,2,2,Duke,94,7,Southern Methodist,79,5,0,7-2
1988,2,1,Temple,74,8,Georgetown,53,7,0,8-1
1988,2,6,Villanova,66,3,Illinois,63,-3,1,6-3
1988,2,1,Arizona,84,8,Seton Hall,55,7,0,8-1
1988,2,6,Kansas,61,14,Murray St.,58,8,0,14-6
1988,2,13,Richmond,59,5,Georgia Tech,55,-8,1,13-5
1988,2,1,Oklahoma,107,8,Auburn,87,7,0,8-1
1988,2,4,Kansas State,66,5,DePaul,58,1,0,5-4
1988,2,5,Louisville,97,4,Brigham Young,76,-1,1,5-4
1988,2,3,Michigan,108,6,Florida,85,3,0,6-3
1988,2,5,Iowa,104,4,UNLV,86,-1,1,5-4
1988,2,2,North Carolina,123,10,Loyola Marymount,97,8,0,10-2
1988,2,2,Kentucky,90,7,Maryland,81,5,0,7-2
1988,2,7,Vanderbilt,80,2,Pittsburgh,74,-5,1,7-2
1988,1,2,Duke,85,15,Boston University,69,13,0,15-2
1988,1,4,Kansas State,66,13,La Salle,53,9,0,13-4
1988,1,3,Syracuse,69,14,North Carolina A&T,55,11,0,14-3
1988,1,1,Purdue,94,16,Fairleigh Dickinson,79,15,0,16-1
1988,1,7,Southern Methodist,83,10,Notre Dame,75,3,0,10-7
1988,1,1,Temple,87,16,Lehigh,73,15,0,16-1
